date,RELIANCE.NS,TCS.NS,HDFCBANK.NS,INFY.NS,ITC.NS,LT.NS,SUNPHARMA.NS
2024-07-08,1581.824462890625,3701.328369140625,793.6434936523438,1561.9200439453125,393.7022705078125,3563.632568359375,1523.21337890625
2024-07-09,1571.325927734375,3694.191162109375,794.2015991210938,1557.6900634765625,401.6899108886719,3597.0908203125,1551.594970703125
2024-07-10,1565.3480224609375,3623.42138671875,789.1544189453125,1549.32421875,400.6693115234375,3581.3427734375,1564.464599609375
2024-07-11,1561.815673828125,3636.908203125,787.1162109375,1553.507080078125,407.0594177246094,3552.93798828125,1548.0228271484375
2024-07-12,1577.6990966796875,3878.135986328125,787.5043334960938,1609.0130615234375,407.4144287109375,3580.656005859375,1548.5628662109375
2024-07-13,1577.6990966796875,3878.135986328125,787.5043334960938,1609.0130615234375,407.4144287109375,3580.656005859375,1548.5628662109375
2024-07-14,1577.6990966796875,3878.135986328125,787.5043334960938,1609.0130615234375,407.4144287109375,3580.656005859375,1548.5628662109375
2024-07-15,1578.193115234375,3864.46484375,787.2131958007812,1604.59521484375,411.275146484375,3582.863525390625,1557.3006591796875
2024-07-16,1557.4681396484375,3873.03857421875,786.0726928710938,1622.4549560546875,413.1832580566406,3568.0966796875,1550.526611328125
2024-07-17,1557.4681396484375,3873.03857421875,786.0726928710938,1622.4549560546875,413.1832580566406,3568.0966796875,1550.526611328125
2024-07-18,1567.7689208984375,4000.115966796875,783.6705322265625,1652.5343017578125,417.3545837402344,3587.376953125,1565.2039794921875
2024-07-19,1536.61962890625,3997.1904296875,780.03076171875,1685.3394775390625,421.1708984375,3550.38671875,1540.0704345703125
2024-07-20,1536.61962890625,3997.1904296875,780.03076171875,1685.3394775390625,421.1708984375,3550.38671875,1540.0704345703125
2024-07-21,1536.61962890625,3997.1904296875,780.03076171875,1685.3394775390625,421.1708984375,3550.38671875,1540.0704345703125
2024-07-22,1482.7935791015625,3983.207763671875,797.1376953125,1702.1651611328125,414.07080078125,3582.71630859375,1558.4296875
2024-07-23,1470.1708984375,3997.14453125,785.4176025390625,1726.6517333984375,436.8355712890625,3471.450927734375,1572.4200439453125
2024-07-24,1477.8779296875,4000.767333984375,778.4534912109375,1723.8787841796875,438.47747802734375,3453.201171875,1589.9449462890625
2024-07-25,1474.6171875,4015.8642578125,784.5439453125,1715.3248291015625,434.8386840820313,3551.0244140625,1635.450439453125
2024-07-26,1491.044189453125,4076.578369140625,785.2962646484375,1766.1309814453125,445.7107849121094,3610.630859375,1683.017822265625
2024-07-27,1491.044189453125,4076.578369140625,785.2962646484375,1766.1309814453125,445.7107849121094,3610.630859375,1683.017822265625
2024-07-28,1491.044189453125,4076.578369140625,785.2962646484375,1766.1309814453125,445.7107849121094,3610.630859375,1683.017822265625
2024-07-29,1501.9871826171875,4070.3076171875,778.9387817382812,1758.799072265625,440.2525634765625,3703.8916015625,1691.853759765625
2024-07-30,1495.1199951171875,4055.674560546875,784.0344848632812,1764.4859619140625,434.7942810058594,3713.408935546875,1670.598388671875
2024-07-31,1487.4869384765625,4074.256103515625,784.1315307617188,1756.1201171875,439.6312561035156,3743.187744140625,1688.02490234375
2024-08-01,1497.244384765625,4085.1728515625,795.3178100585938,1741.409423828125,438.1669006347656,3708.159912109375,1683.9503173828125
